cSectionStatus,courseNumber,courseTitle,crn,department,description,distDesg,finalExam,instructorList,instructorUPI,meetingEndTimeList,meetingPattern,meetingPatternLocation,meetingStartTimeList,prerequisites,primXLst,schoolCode,schoolDescription,scndXLst,sectionNumber,sectionStatus,session,shortTitle,subjectCode,subjectNumber,syllabusLink,termCode
A,253,Syntax I,10471,LING,"<p>If you knew all the words of a language, would you be able to speak that language? No, because you’d still need to know how to put the words together to form all and only the grammatical sentences of that language. This course focuses on the principles of our mental grammar that determine how words are put together to form sentences. Some of these principles are shared by all languages, some differ from language to language. The interplay of the principles that are shared and those that are distinct allows us to understand how languages can be very similar and yet also very different at the same time. This course is mainly an introduction to syntactic theory: it introduces the questions that the field asks, the methodology it employs, some of the main generalizations that have been drawn and results that have been achieved. Secondarily, this course is also an introduction to scientific theorizing: what it means to construct a scientific theory, how to test it, and how to choose among competing theories.</p>",['YCSO'],26,['Raffaella Zanuttini'],['12692443'],[],['TTh 1.00-2.15'],['WLH 116'],[],,,YC,Yale College,['LING653'],01,A,,Syntax I,LING,LING253,,202403
A,263,Semantics I,10472,LING,"<p>Introduction to truth-conditional compositional semantics. Set theory, first- and higher-order logic, and the lambda calculus as they relate to the study of natural language meaning. Some attention to analyzing the meanings of tense/aspect markers, adverbs, and modals.</p>","['YCQR', 'YCSO']",36,['Simon Charlow'],['24197166'],[],['MW 1.00-2.15'],['DOW 100'],[],"<p class=""prerequisites"">Prerequisites: One course in linguistics, philosophy of language, logic, computer science or permission of instructor.</p>",,YC,Yale College,['LING663'],01,A,,Semantics I,LING,LING263,https://yale.instructure.com/courses/98638/assignments/syllabus,202403
A,280,Morphology,10473,LING,"<p>What is a word? Do the things we put spaces around when we write correspond to anything in our mental grammars? How does morphology relate to phonology, and to other areas of grammar, such as syntax and semantics? To what extent do the principles governing the structures and forms of words need to be boxed off from other areas of grammar, and to what extent are they symptomatic of deeper principles which hold of the language faculty as a whole? This course aims to answer these and other questions by examining morphological phenomena from across the world's languages, including English and languages which are (at least superficially) very different from it</p>",['YCSO'],0,['Jim Wood'],['14482152'],[],['TTh 2.30-3.45'],['PH 407'],[],"<p class=""prerequisites"">Prerequisites: LING 232 (Phonology I) and 253 (Syntax I), or permission of instructor.</p>",LING680,YC,Yale College,[],01,A,,Morphology,LING,LING280,https://yale.instructure.com/courses/98642/assignments/syllabus,202403
C,344,Topics in Phonology: Prosody-Syntax Structure Correspondence,10474,LING,"<p>This course explores how languages organize sounds into domains arranged within a hierarchical structure. Research over the past 40 years has shown that this prosodic structure often matches syntactic and syllabic structure, but mismatches can arise due to phonological pressures and restructuring. We examine several theories of the relationship between syntactic and prosodic structure by discussing primary literature and data from a range of languages. The course culminates in an original research paper on a topic chosen by the student.&#160;</p>","['YCSO', 'YCWR']",50,[],[],[],[],[],[],"<p class=""prerequisites"">Prerequisites: LING 232 and&#160;LING 253, or permission of instructor. Ling 235 is recommended, but not required.&#160;&#160;</p>",,YC,Yale College,[],01,C,,Prosody-Syntax Correspondence,LING,LING344,,202403
A,375,Linguistic Meaning and Conceptual Structure,10475,LING,"<p>The meaning of a word or sentence is something in the human mind that has specific&#160;properties: it can be expressed (written/signed/spoken forms); it can be combined with other meanings; its expression is not language dependent; it connects with the world; it serves as a vehicle for inference; and it is hidden from awareness. The course explores these properties in some detail and, in the process, provides the students with technical&#160;vocabulary and analytical tools to further investigate them. The course is thus intended for those students&#160;interested in undertaking a research project on the structure of meaning.&#160;the nature of lexico-conceptual structure, that is, the structure of concepts which we refer to as “word&#160;meanings”, and how they may be combined through linguistic and non-linguistic means. Its ultimate objective is to bridge models of conceptual structure and models of linguistic semantic composition, &#160;identify their respective strengths and weaknesses and explore some of the fundamental questions that any theory of linguistic meaning composition must answer. Evidence discussed will emerge from naturalistic, introspectional, and experimental methodologies.&#160;</p>",['YCSO'],50,['Maria Pinango'],['11074332'],[],['MW 2.30-3.45'],['WTS B39'],[],"<p class=""prerequisites"">Prerequisites: LING 110, CGSC 110, LING 217, or LING 263.</p>",LING875,YC,Yale College,"['PSYC375', 'CGSC375']",01,A,,Linguistics Meaning and CS,LING,LING375,https://yale.instructure.com/courses/98650/assignments/syllabus,202403
A,380,Topics in Computational Linguistics: Neural Network Models of Linguistic Structure,10476,LING,"<p>An introduction to the computational methods associated with ""deep learning"" (neural network architectures, learning algorithms, network analysis). The application of such methods to the learning of linguistic patterns in the domains of syntax, phonology, and semantics. Exploration of hybrid architectures that incorporate linguistic representation into neural network learning.</p>","['YCQR', 'YCSO']",0,['Robert Frank'],['12692664'],[],['MW 2.30-3.45'],['DOW 100'],[],"<p class=""prerequisites"">Prerequisites: Python programming, basic calculus and linear algebra, introduction to linguistic theory (LING 106, 110, 116, 217 or equivalent).</p>",LING780,YC,Yale College,[],01,A,,Neural Networks and Language,LING,LING380,https://yale.instructure.com/courses/98654/assignments/syllabus,202403
C,385,Topics in Computational Linguistics: Language Models and Linguistic Theory,10477,LING,"<p>A linguistically-guided exploration of the strengths and weaknesses of large language models (such as GPT-4 and its brethren), which form the foundation of current AI systems. What is the structure of these models and how are they trained? What do they know about language and how can we assess it? To what degree is the existence of these models cause for a re-evaluation of existing theories of linguistic structure?</p>",['YCSO'],0,[],[],[],[],[],[],"<p class=""prerequisites"">Prerequisites: At least one course covering the foundations of deep learning (CPSC 452, CPSC 477, EENG 439, LING 380, S&amp;DS 265) and at least&#160;one course on linguistic theory (LING 232, LING 253, LING 263).</p>",,YC,Yale College,[],01,C,,Language Models & Ling Theory,LING,LING385,,202403
C,392,"From Morpho-Syntax to Meaning: Definiteness, Indefiniteness, Genericity",10478,LING,"<p>This course explores how individual languages encode the notions of definiteness, indefiniteness and genericity, and whether it is possible to predict such meanings when overt morpho-syntactic cues are absent. Languages with and without definite/indefinite articles provide critical test cases. Students read primary semantic literature on each of these three topics to get a solid grounding in the theoretical issues surrounding them. They also evaluate how empirical discoveries from different languages have shaped our understanding of the connection between morpho-syntax and semantics. The broader question considered here is the possibility of a restrictive theory of cross-linguistic variation in the interpretation of nominals.</p>",['YCSO'],50,[],[],[],[],[],[],"<p class=""prerequisites"">Prerequisite: LING 263 or permission of instructor.</p>",LING792,YC,Yale College,[],01,C,,(In)definiteness & Genericity,LING,LING392,,202403
A,471,Special Projects,10479,LING,"<p>Special projects set up by students with the help of a faculty adviser and the director of undergraduate studies to cover material not otherwise offered by the department. The project must terminate with at least a term paper or its equivalent and must have the approval of the director of undergraduate studies.</p>
",[],0,['Claire Bowern'],['12726613'],[],['1 HTBA'],['1 HTBA'],[],"<p class=""prerequisites"">Only one term may be offered toward the major; two terms may be offered toward the  bachelor's degree.</p>",,YC,Yale College,[],01,A,,Special Projects,LING,LING471,,202403
A,490,Research Methods in Linguistics,10480,LING,"<p>Development of skills in linguistics research, writing, and presentation. Choosing a research area, identifying good research questions, developing hypotheses, and presenting ideas clearly and effectively, both orally and in writing; methodological issues; the balance between building on existing literature and making a novel contribution. Prepares for the writing of the senior essay.</p>",[],0,['Raffaella Zanuttini'],['12692443'],[],['W 4.00-5.50'],['WLH 013'],[],,,YC,Yale College,[],01,A,,ResearchMethods in Linguistics,LING,LING490,https://yale.instructure.com/courses/98677/assignments/syllabus,202403
A,167,"Meaning: What, How, Why",10860,LING,"<p>This course centers around the following questions: What are the meaningful units of language–words, or units that are smaller/larger than words? How can we describe the meanings that we intuitively associate with these units? Why is it important to have a precise way of studying meaningful aspects of language? It places the study of meaning within a general approach to the scientific study of language by approaching it through the lens of empirical phenomena that students can relate to in their own use of language. At the end of the course students, working in small groups, make a poster presentation showcasing their understanding of some aspect of natural language meaning. This provides them the opportunity to receive and respond to feedback from their peers as well as graduate students and faculty.&#160;</p>",['YCSO'],50,['Veneeta Dayal'],['17662371'],[],['TTh 9.00-10.15'],['HQ 129'],[],,,YC,Yale College,[],01,A,,"Meaning: What, How, Why",LING,LING167,https://yale.instructure.com/courses/98614/assignments/syllabus,202403
A,396,Semantic Investigations in an Unfamiliar Language,10862,LING,"<p>This course introduces students to semantic fieldwork. It chooses a language that is likely not known to any student in the class and has no substantive semantic literature. Students are introduced to a phenomenon in the language on which there is some syntactic literature, either in that language or in one or more related language. This provides a starting point for students to articulate questions to investigate that are primarily semantic nature. Working with a native speaker consultant, students elicit data that answer these initial questions but very likely lead to further questions to investigate. To keep the elicitation focused, these investigations are restricted to topics related to the primary phenomenon discussed, while allowing some margin for individual interests. In addition to the syntactic and semantic literature on the chosen topic or topics, students also read material on fieldwork methodologies for linguistics generally as well as those specifically for semantics. Students work in small groups to fulfill part of the requirements. The language to be investigated is Indonesian. The topic that we will focus on is the morpho-syntax and semantics of number distinctions.</p>",['YCSO'],24,['Veneeta Dayal'],['17662371'],[],['TTh 11.35-12.50'],['HQ 313'],[],"<p class=""prerequisites"">Prerequisites: LING 253, LING 263 or permission of the instructor</p>",LING796,YC,Yale College,[],01,A,,Semantic Investigations,LING,LING396,https://yale.instructure.com/courses/98669/assignments/syllabus,202403
